Age,Gender,Country,Income,HasDebt,OwnsProperty,Demographics,Platform,MinutesSpent,NumSessions,NumVideos,ScrollRate,TimeOfDay,ProductivityLoss,Satisfaction,WatchReason,SelfControl,AddictionLevel,CurrentActivity,BinnedProdLoss
20,Other,United States,90969,True,True,Rural,YouTube,287,5,28,34,Evening,6,4,Entertainment,8,2,At school,Medium
36,Male,Brazil,53866,True,False,Rural,TikTok,123,13,46,3,Night,3,7,Procrastination,5,5,At school,Low
37,Female,Germany,96975,True,True,Rural,TikTok,248,11,21,68,Night,3,7,Habit,5,5,At home,Low
49,Male,Brazil,61855,True,False,Urban,TikTok,142,19,23,5,Evening,6,4,Procrastination,8,2,At school,Medium
24,Male,United States,26416,False,False,Rural,Instagram,283,3,32,10,Night,3,7,Habit,5,5,At home,Low
58,Male,Vietnam,92516,True,False,Rural,YouTube,175,15,8,52,Morning,8,2,Entertainment,10,0,At home,High
50,Female,Japan,75915,True,False,Rural,TikTok,252,7,31,29,Evening,6,4,Habit,8,2,At home,Medium
57,Female,United States,38058,False,False,Rural,Instagram,147,7,37,96,Afternoon,5,5,Habit,7,3,At school,Medium
56,Male,Germany,96637,True,True,Rural,YouTube,88,6,16,31,Afternoon,5,5,Procrastination,7,3,At work,Medium
35,Other,India,60718,True,False,Urban,Facebook,179,3,40,66,Afternoon,5,5,Entertainment,7,3,At home,Medium
57,Female,United States,52602,True,False,Rural,TikTok,132,13,42,76,Night,3,7,Habit,5,5,At home,Low
18,Female,United States,94658,True,True,Rural,YouTube,185,7,27,91,Evening,6,4,Habit,8,2,At work,Medium
28,Male,Philippines,98112,True,True,Urban,TikTok,91,5,40,69,Afternoon,5,5,Habit,7,3,At work,Medium
45,Female,Indonesia,78067,True,True,Rural,Facebook,96,18,41,37,Afternoon,5,5,Procrastination,7,3,At work,Medium
42,Female,India,47516,False,False,Rural,YouTube,234,8,18,27,Afternoon,5,5,Habit,7,3,Commuting,Medium
40,Male,India,21089,False,False,Rural,Instagram,25,17,35,87,Night,3,7,Procrastination,5,5,At home,Low
48,Male,Philippines,57346,True,False,Rural,YouTube,172,1,49,33,Evening,6,4,Boredom,8,2,Commuting,Medium
47,Male,United States,94663,True,True,Rural,Instagram,107,14,15,68,Evening,6,4,Habit,8,2,At school,Medium
59,Male,United States,30487,False,False,Urban,YouTube,165,17,27,59,Evening,6,4,Boredom,8,2,At work,Medium
52,Male,United States,20155,False,False,Rural,Instagram,11,10,17,64,Evening,6,4,Habit,8,2,At school,Medium
24,Male,Germany,87494,True,False,Rural,Facebook,178,12,40,85,Morning,8,2,Boredom,10,0,At work,High
33,Other,Philippines,96229,True,False,Rural,Facebook,101,16,2,88,Evening,6,4,Entertainment,8,2,At school,Medium
43,Male,Vietnam,58547,True,True,Rural,Facebook,190,14,49,44,Morning,8,2,Entertainment,10,0,At school,High
19,Male,India,48795,False,False,Urban,YouTube,240,16,31,95,Night,3,7,Procrastination,5,5,At work,Low
18,Male,Mexico,75296,True,True,Rural,Facebook,157,8,37,88,Afternoon,5,5,Habit,7,3,Commuting,Medium
29,Male,Pakistan,41447,False,False,Rural,TikTok,289,10,41,49,Evening,6,4,Habit,8,2,At home,Medium
22,Male,United States,56598,True,True,Urban,Facebook,198,17,41,53,Night,3,7,Habit,5,5,At school,Low
54,Female,India,61814,True,False,Urban,Instagram,137,18,34,74,Night,3,7,Habit,5,5,At school,Low
49,Female,India,95330,True,True,Rural,Instagram,16,16,34,49,Evening,6,4,Boredom,8,2,At home,Medium
26,Male,India,83278,True,False,Rural,Instagram,56,17,3,66,Afternoon,5,5,Entertainment,7,3,At work,Medium
58,Other,Philippines,75077,True,True,Rural,YouTube,62,16,17,95,Afternoon,5,5,Habit,7,3,At home,Medium
52,Other,United States,91906,True,False,Rural,TikTok,196,19,14,63,Evening,6,4,Boredom,8,2,At home,Medium
36,Male,Pakistan,29528,False,True,Rural,Facebook,47,8,14,25,Evening,6,4,Entertainment,8,2,At work,Medium
33,Female,Japan,70100,True,False,Rural,TikTok,235,6,46,4,Evening,6,4,Entertainment,8,2,Commuting,Medium
20,Female,Germany,28179,False,True,Rural,TikTok,62,6,38,51,Night,3,7,Entertainment,5,5,At school,Low
37,Male,Brazil,68781,True,True,Rural,Instagram,233,9,35,11,Night,3,7,Entertainment,5,5,At home,Low
41,Other,Vietnam,75267,True,True,Rural,Instagram,163,4,1,17,Afternoon,5,5,Entertainment,7,3,Commuting,Medium
50,Male,Pakistan,43952,False,True,Rural,Instagram,57,12,48,66,Night,3,7,Habit,5,5,At home,Low
41,Other,Brazil,73798,True,True,Rural,YouTube,156,12,29,70,Evening,6,4,Habit,8,2,At work,Medium
28,Female,Philippines,70939,True,True,Rural,TikTok,73,17,4,73,Morning,8,2,Boredom,10,0,At home,High
25,Female,Brazil,49516,False,True,Rural,TikTok,191,15,33,69,Evening,6,4,Boredom,8,2,At work,Medium
53,Male,Mexico,76526,True,True,Rural,YouTube,134,9,17,84,Evening,6,4,Procrastination,8,2,At home,Medium
55,Male,India,30449,False,True,Rural,YouTube,188,7,28,29,Evening,6,4,Boredom,8,2,Commuting,Medium
57,Male,Pakistan,70290,True,True,Urban,YouTube,48,10,26,85,Afternoon,5,5,Habit,7,3,At work,Medium
37,Male,Philippines,92954,True,True,Rural,TikTok,269,16,8,73,Evening,6,4,Entertainment,8,2,At home,Medium
52,Male,Pakistan,42746,False,False,Rural,TikTok,12,12,34,92,Evening,6,4,Habit,8,2,At school,Medium
42,Female,Mexico,87990,True,True,Rural,Instagram,73,7,18,72,Night,3,7,Procrastination,5,5,At home,Low
52,Male,United States,78810,True,False,Rural,Instagram,38,18,31,95,Night,3,7,Habit,5,5,At work,Low
42,Female,United States,35223,False,True,Urban,TikTok,20,15,27,20,Afternoon,5,5,Entertainment,7,3,Commuting,Medium
46,Female,United States,92237,True,False,Rural,Instagram,106,6,16,27,Evening,6,4,Habit,8,2,At home,Medium
35,Female,Indonesia,22597,False,True,Urban,YouTube,212,12,10,8,Night,3,7,Entertainment,5,5,At work,Low
63,Male,Brazil,85677,True,False,Urban,Facebook,30,11,40,85,Evening,6,4,Habit,8,2,At home,Medium
35,Male,Indonesia,22659,False,True,Rural,Instagram,48,3,12,61,Evening,6,4,Boredom,8,2,At school,Medium
19,Female,India,94567,True,False,Rural,TikTok,232,2,22,28,Afternoon,5,5,Habit,7,3,At work,Medium
52,Male,Vietnam,35037,False,True,Rural,Instagram,111,6,16,87,Afternoon,5,5,Habit,7,3,At school,Medium
33,Female,Mexico,66738,True,False,Rural,Instagram,55,5,12,70,Night,3,7,Entertainment,5,5,At school,Low
58,Female,Philippines,91678,True,True,Rural,Instagram,75,18,11,3,Evening,6,4,Boredom,8,2,Commuting,Medium
53,Male,Pakistan,32109,False,True,Rural,Facebook,100,16,20,69,Morning,8,2,Boredom,10,0,At work,High
50,Female,Germany,42010,False,True,Rural,YouTube,173,8,1,73,Afternoon,5,5,Habit,7,3,Commuting,Medium
21,Female,Philippines,28787,False,True,Rural,TikTok,120,11,27,7,Afternoon,5,5,Entertainment,7,3,At home,Medium
50,Male,Brazil,28472,False,False,Urban,Facebook,132,10,3,60,Afternoon,5,5,Habit,7,3,At home,Medium
31,Male,Indonesia,43383,False,True,Rural,TikTok,202,12,12,4,Afternoon,5,5,Boredom,7,3,At school,Medium
38,Other,Indonesia,81709,True,False,Rural,TikTok,108,6,30,5,Evening,6,4,Boredom,8,2,At home,Medium
37,Other,United States,89785,True,True,Rural,TikTok,168,5,9,11,Evening,6,4,Boredom,8,2,At work,Medium
25,Male,Indonesia,54518,True,False,Rural,Facebook,112,9,37,15,Night,3,7,Habit,5,5,At school,Low
24,Female,Vietnam,73909,True,True,Rural,YouTube,290,16,1,64,Evening,6,4,Habit,8,2,At work,Medium
20,Male,Japan,38351,False,False,Rural,TikTok,52,14,42,98,Morning,8,2,Entertainment,10,0,At home,High
34,Female,Pakistan,89624,True,True,Rural,YouTube,93,8,49,13,Afternoon,5,5,Habit,7,3,At work,Medium
50,Male,Japan,73330,True,False,Rural,YouTube,200,19,4,7,Morning,8,2,Entertainment,10,0,At home,High
29,Female,Pakistan,35282,False,True,Rural,Instagram,60,14,15,6,Night,3,7,Habit,5,5,At school,Low
39,Female,Mexico,41778,False,False,Rural,Facebook,219,7,27,56,Night,3,7,Habit,5,5,At work,Low
39,Other,Pakistan,44264,False,True,Urban,Facebook,135,5,8,64,Night,3,7,Habit,5,5,At home,Low
63,Female,Japan,79675,True,False,Rural,Instagram,78,18,23,50,Evening,6,4,Boredom,8,2,At school,Medium
47,Male,Philippines,25075,False,True,Rural,Instagram,274,2,15,30,Night,3,7,Procrastination,5,5,At home,Low
55,Female,Pakistan,95948,True,False,Rural,YouTube,267,11,27,22,Night,3,7,Entertainment,5,5,At work,Low
55,Other,Mexico,68454,True,True,Rural,TikTok,197,8,31,25,Afternoon,5,5,Boredom,7,3,At school,Medium
62,Male,Mexico,48365,False,False,Rural,Facebook,239,1,39,28,Night,3,7,Habit,5,5,At work,Low
25,Other,India,92766,True,True,Rural,TikTok,198,12,47,84,Afternoon,5,5,Boredom,7,3,At work,Medium
44,Male,Pakistan,68200,True,True,Urban,TikTok,19,2,8,39,Afternoon,5,5,Entertainment,7,3,At school,Medium
44,Female,Germany,31002,False,True,Rural,Instagram,123,18,30,67,Morning,8,2,Entertainment,10,0,At school,High
51,Male,United States,33947,False,True,Rural,TikTok,85,7,42,5,Afternoon,5,5,Entertainment,7,3,At home,Medium
38,Male,United States,99222,True,False,Urban,YouTube,173,17,18,65,Evening,6,4,Habit,8,2,Commuting,Medium
47,Other,India,98610,True,True,Urban,Instagram,94,14,4,15,Evening,6,4,Habit,8,2,Commuting,Medium
50,Male,Mexico,72142,True,False,Urban,TikTok,58,7,47,90,Afternoon,5,5,Entertainment,7,3,At school,Medium
45,Female,India,76307,True,True,Urban,Instagram,186,3,43,67,Night,3,7,Habit,5,5,At work,Low
64,Male,United States,24493,False,False,Rural,YouTube,227,6,22,40,Night,3,7,Entertainment,5,5,At school,Low
50,Male,Vietnam,70085,True,True,Rural,YouTube,198,2,3,98,Afternoon,5,5,Boredom,7,3,Commuting,Medium
22,Male,Brazil,54228,True,False,Rural,TikTok,239,17,15,69,Night,3,7,Habit,5,5,At home,Low
36,Other,Pakistan,99676,True,True,Rural,Instagram,264,12,35,95,Afternoon,5,5,Habit,7,3,At work,Medium
21,Other,Japan,71875,True,False,Rural,TikTok,245,12,47,77,Afternoon,5,5,Entertainment,7,3,At school,Medium
52,Male,India,51655,True,True,Rural,TikTok,35,17,38,43,Afternoon,5,5,Entertainment,7,3,At work,Medium
34,Other,India,63472,True,False,Rural,Instagram,81,10,33,1,Afternoon,5,5,Habit,7,3,At work,Medium
61,Female,United States,69437,True,True,Rural,TikTok,270,3,14,22,Evening,6,4,Entertainment,8,2,At school,Medium
45,Female,Pakistan,69416,True,False,Rural,YouTube,263,18,48,62,Night,3,7,Boredom,5,5,At work,Low
47,Female,India,79711,True,True,Rural,Instagram,280,13,1,79,Afternoon,5,5,Boredom,7,3,Commuting,Medium
46,Male,Brazil,26816,False,False,Urban,Instagram,132,12,49,26,Night,3,7,Procrastination,5,5,At school,Low
63,Male,India,97175,True,True,Rural,Instagram,153,17,26,18,Evening,6,4,Entertainment,8,2,At home,Medium
23,Female,United States,84307,True,False,Rural,Instagram,266,4,8,48,Night,3,7,Boredom,5,5,At home,Low
52,Male,India,66733,True,True,Rural,TikTok,153,10,16,9,Evening,6,4,Habit,8,2,At school,Medium
58,Male,India,31240,False,True,Rural,TikTok,268,11,38,1,Morning,8,2,Boredom,10,0,At school,High
54,Other,Vietnam,91363,True,True,Urban,YouTube,56,6,10,9,Morning,8,2,Entertainment,10,0,At school,High
41,Female,India,52762,True,True,Urban,Facebook,22,6,42,23,Morning,8,2,Habit,10,0,Commuting,High
46,Male,India,28259,False,False,Urban,Facebook,217,9,37,45,Evening,6,4,Entertainment,8,2,At school,Medium
63,Female,Brazil,70139,True,True,Rural,YouTube,244,15,26,2,Evening,6,4,Boredom,8,2,At school,Medium
48,Female,United States,34849,False,False,Rural,Facebook,158,2,28,14,Night,3,7,Boredom,5,5,At home,Low
52,Male,India,74869,True,True,Rural,YouTube,164,4,12,38,Evening,6,4,Habit,8,2,At school,Medium
50,Other,Indonesia,83095,True,False,Urban,TikTok,175,5,20,40,Evening,6,4,Boredom,8,2,At school,Medium
38,Female,United States,90910,True,True,Rural,Instagram,99,17,49,63,Morning,8,2,Boredom,10,0,At work,High
49,Male,India,43567,False,False,Rural,Instagram,195,8,14,82,Night,3,7,Entertainment,5,5,At school,Low
40,Male,Vietnam,55292,True,True,Rural,TikTok,183,8,46,16,Morning,8,2,Habit,10,0,At home,High
50,Male,Brazil,94813,True,False,Rural,Instagram,226,12,35,93,Evening,6,4,Habit,8,2,At home,Medium
20,Other,Germany,71631,True,True,Rural,Instagram,273,8,29,75,Afternoon,5,5,Habit,7,3,At work,Medium
35,Female,Pakistan,29885,False,False,Rural,Facebook,106,19,12,6,Night,3,7,Habit,5,5,At work,Low
42,Female,Japan,79659,True,True,Rural,TikTok,126,3,18,3,Night,3,7,Boredom,5,5,At school,Low
59,Male,Philippines,74306,True,False,Rural,Facebook,208,18,44,14,Night,3,7,Boredom,5,5,At home,Low
48,Female,Philippines,86314,True,True,Rural,Facebook,30,19,2,66,Evening,6,4,Entertainment,8,2,At home,Medium
20,Other,Japan,85087,True,False,Rural,Instagram,209,19,2,96,Morning,8,2,Habit,10,0,At home,High
57,Male,Japan,49165,False,True,Rural,Instagram,257,15,17,95,Night,3,7,Entertainment,5,5,At home,Low
63,Male,India,78929,True,False,Rural,TikTok,285,6,10,75,Evening,6,4,Boredom,8,2,At school,Medium
41,Male,India,87028,True,True,Rural,Instagram,273,16,18,86,Evening,6,4,Habit,8,2,At home,Medium
49,Other,Brazil,69812,True,True,Rural,Instagram,67,8,22,67,Afternoon,5,5,Entertainment,7,3,At work,Medium
64,Male,United States,70500,True,True,Rural,TikTok,40,16,19,31,Evening,6,4,Procrastination,8,2,At home,Medium
39,Female,India,99151,True,True,Urban,Instagram,258,18,1,33,Morning,8,2,Entertainment,10,0,At school,High
40,Female,India,78643,True,False,Urban,Facebook,102,16,24,88,Evening,6,4,Boredom,8,2,At work,Medium
19,Male,Pakistan,64900,True,True,Urban,TikTok,274,11,36,1,Afternoon,5,5,Boredom,7,3,At work,Medium
44,Male,Indonesia,62946,True,False,Urban,Instagram,280,7,25,44,Night,3,7,Procrastination,5,5,At home,Low
59,Male,Philippines,27851,False,True,Rural,YouTube,103,17,36,15,Night,3,7,Boredom,5,5,At school,Low
19,Female,Brazil,36288,False,False,Urban,TikTok,163,17,31,37,Night,3,7,Habit,5,5,Commuting,Low
43,Male,Japan,92692,True,True,Rural,TikTok,294,12,31,27,Evening,6,4,Entertainment,8,2,At work,Medium
34,Male,India,87580,True,False,Rural,YouTube,89,13,2,48,Evening,6,4,Entertainment,8,2,At home,Medium
57,Female,Germany,27368,False,True,Rural,Instagram,93,10,19,27,Afternoon,5,5,Habit,7,3,At home,Medium
50,Male,Brazil,66403,True,False,Urban,Instagram,46,7,12,12,Evening,6,4,Boredom,8,2,Commuting,Medium
26,Female,Mexico,29168,False,True,Urban,TikTok,241,14,10,67,Morning,8,2,Habit,10,0,At home,High
60,Other,Vietnam,69879,True,False,Urban,TikTok,102,1,31,30,Night,3,7,Boredom,5,5,At school,Low
56,Female,India,79871,True,True,Rural,Instagram,111,17,45,96,Morning,8,2,Entertainment,10,0,At work,High
46,Other,United States,52174,True,False,Rural,Instagram,175,4,22,87,Afternoon,5,5,Entertainment,7,3,At school,Medium
59,Female,Pakistan,26581,False,True,Urban,Facebook,168,5,23,66,Night,3,7,Habit,5,5,At school,Low
43,Female,Indonesia,91853,True,False,Rural,TikTok,23,7,23,7,Morning,8,2,Habit,10,0,At school,High
52,Other,Pakistan,84046,True,True,Urban,TikTok,234,10,15,34,Afternoon,5,5,Habit,7,3,At school,Medium
42,Male,Brazil,69678,True,False,Rural,YouTube,82,17,26,32,Evening,6,4,Habit,8,2,At home,Medium
41,Male,Philippines,46649,False,True,Urban,Facebook,258,7,3,39,Evening,6,4,Entertainment,8,2,At work,Medium
30,Male,United States,34567,False,True,Rural,Instagram,100,1,23,96,Evening,6,4,Habit,8,2,At work,Medium
24,Male,Mexico,81944,True,True,Urban,Facebook,225,7,20,43,Afternoon,5,5,Habit,7,3,At home,Medium
53,Female,United States,98002,True,True,Rural,Instagram,99,11,45,43,Afternoon,5,5,Entertainment,7,3,At work,Medium
62,Male,India,48803,False,False,Urban,Instagram,38,9,40,78,Evening,6,4,Entertainment,8,2,At school,Medium
37,Female,United States,38230,False,True,Rural,Facebook,229,12,39,3,Night,3,7,Habit,5,5,At home,Low
18,Male,India,37862,False,False,Rural,TikTok,224,3,8,46,Night,3,7,Boredom,5,5,At home,Low
25,Male,Japan,63355,True,True,Urban,Instagram,230,4,18,32,Night,3,7,Procrastination,5,5,At work,Low
63,Male,Mexico,51259,True,False,Rural,Facebook,51,4,41,43,Night,3,7,Procrastination,5,5,At school,Low
33,Male,India,50795,True,True,Rural,YouTube,144,13,6,81,Evening,6,4,Habit,8,2,At work,Medium
31,Female,Germany,28770,False,False,Urban,Facebook,51,19,27,3,Evening,6,4,Boredom,8,2,At home,Medium
29,Male,Indonesia,31093,False,True,Urban,YouTube,173,10,36,74,Night,3,7,Boredom,5,5,At home,Low
40,Male,Japan,66571,True,False,Rural,Instagram,292,5,15,63,Evening,6,4,Boredom,8,2,Commuting,Medium
32,Male,Brazil,20193,False,True,Rural,Facebook,67,7,37,40,Night,3,7,Habit,5,5,At home,Low
45,Other,United States,37569,False,False,Urban,Facebook,34,16,5,18,Evening,6,4,Boredom,8,2,At home,Medium
51,Female,Philippines,31190,False,True,Rural,YouTube,82,1,39,67,Night,3,7,Habit,5,5,At home,Low
19,Other,India,82824,True,False,Rural,Facebook,138,12,9,62,Night,3,7,Habit,5,5,At home,Low
49,Other,Vietnam,62752,True,True,Rural,Facebook,96,2,7,10,Morning,8,2,Habit,10,0,At home,High
40,Male,India,52327,True,False,Rural,Instagram,162,7,41,52,Morning,8,2,Habit,10,0,At home,High
39,Male,Vietnam,62070,True,True,Rural,Facebook,191,11,20,73,Afternoon,5,5,Procrastination,7,3,At home,Medium
42,Female,United States,60197,True,False,Rural,TikTok,134,13,10,46,Afternoon,5,5,Boredom,7,3,At work,Medium
39,Female,Vietnam,22261,False,True,Urban,YouTube,76,2,26,55,Afternoon,5,5,Boredom,7,3,At school,Medium
39,Female,Germany,46512,False,True,Rural,Facebook,15,7,4,46,Afternoon,5,5,Procrastination,7,3,At home,Medium
59,Male,United States,26716,False,True,Urban,YouTube,134,15,38,75,Evening,6,4,Boredom,8,2,At home,Medium
23,Male,Mexico,48933,False,True,Rural,YouTube,62,11,24,60,Morning,8,2,Boredom,10,0,At school,High
32,Female,Indonesia,24378,False,False,Rural,YouTube,75,2,14,97,Evening,6,4,Procrastination,8,2,At home,Medium
60,Male,Mexico,60583,True,True,Rural,Facebook,91,7,41,26,Night,3,7,Habit,5,5,At work,Low
54,Male,India,49033,False,False,Rural,Facebook,96,4,1,27,Evening,6,4,Boredom,8,2,At work,Medium
50,Other,India,44000,False,True,Urban,YouTube,11,11,17,38,Night,3,7,Procrastination,5,5,At work,Low
25,Male,Indonesia,95868,True,False,Rural,TikTok,213,2,45,22,Night,3,7,Habit,5,5,At home,Low
61,Male,Vietnam,62604,True,True,Urban,YouTube,159,16,24,26,Morning,8,2,Entertainment,10,0,At home,High
61,Male,Philippines,88336,True,False,Rural,TikTok,112,7,27,86,Afternoon,5,5,Entertainment,7,3,At work,Medium
22,Female,Pakistan,93869,True,True,Urban,YouTube,33,13,7,69,Evening,6,4,Habit,8,2,At home,Medium
56,Male,India,25410,False,False,Rural,Instagram,221,5,9,35,Morning,8,2,Boredom,10,0,At school,High
21,Female,Indonesia,76044,True,True,Rural,YouTube,74,17,43,66,Night,3,7,Boredom,5,5,Commuting,Low
23,Female,Indonesia,83315,True,False,Urban,YouTube,218,12,35,99,Evening,6,4,Habit,8,2,At school,Medium
62,Male,India,91344,True,True,Rural,Facebook,260,19,12,73,Afternoon,5,5,Boredom,7,3,Commuting,Medium
49,Male,Brazil,26796,False,False,Urban,TikTok,126,7,21,51,Night,3,7,Habit,5,5,Commuting,Low
47,Male,Vietnam,74245,True,True,Urban,Instagram,125,6,3,18,Morning,8,2,Habit,10,0,At school,High
64,Male,India,63056,True,False,Urban,TikTok,246,8,15,43,Evening,6,4,Boredom,8,2,At school,Medium
52,Male,Indonesia,37709,False,True,Rural,Instagram,114,13,21,12,Morning,8,2,Boredom,10,0,Commuting,High
57,Male,India,78557,True,False,Rural,YouTube,268,5,10,3,Night,3,7,Entertainment,5,5,At home,Low
33,Male,India,37543,False,True,Rural,Facebook,55,2,33,82,Evening,6,4,Procrastination,8,2,At work,Medium
30,Male,India,57418,True,True,Rural,Facebook,225,9,46,7,Evening,6,4,Habit,8,2,At work,Medium
59,Female,Brazil,36724,False,True,Urban,TikTok,33,11,6,97,Night,3,7,Boredom,5,5,At school,Low
47,Male,United States,23828,False,True,Rural,Facebook,44,6,2,6,Evening,6,4,Habit,8,2,At home,Medium
36,Male,Mexico,37087,False,False,Rural,TikTok,33,7,29,82,Evening,6,4,Entertainment,8,2,Commuting,Medium
34,Male,Indonesia,32605,False,True,Urban,TikTok,37,7,40,45,Evening,6,4,Boredom,8,2,At work,Medium
36,Female,Vietnam,51337,True,False,Rural,Instagram,25,19,33,86,Evening,6,4,Habit,8,2,At work,Medium
45,Male,Pakistan,25482,False,True,Rural,TikTok,68,6,4,39,Night,3,7,Boredom,5,5,At home,Low
43,Female,United States,85333,True,False,Rural,Instagram,252,11,4,51,Evening,6,4,Boredom,8,2,At home,Medium
54,Female,United States,70952,True,True,Urban,Facebook,216,11,29,9,Afternoon,5,5,Habit,7,3,At work,Medium
43,Male,Philippines,25463,False,False,Rural,TikTok,280,7,37,99,Night,3,7,Entertainment,5,5,At work,Low
40,Other,Philippines,90448,True,True,Rural,TikTok,258,2,20,23,Evening,6,4,Habit,8,2,At home,Medium
26,Other,Japan,24648,False,False,Rural,YouTube,276,19,41,12,Morning,8,2,Boredom,10,0,At home,High
29,Female,Brazil,53623,True,True,Urban,TikTok,202,4,23,88,Night,3,7,Boredom,5,5,At school,Low
18,Female,Pakistan,79156,True,False,Urban,TikTok,227,6,45,62,Afternoon,6,4,Entertainment,8,2,At school,Medium
18,Male,Japan,55634,True,True,Rural,YouTube,124,17,18,73,Evening,7,3,Habit,9,1,At work,High
64,Male,Brazil,64602,True,False,Rural,YouTube,77,5,49,77,Night,2,8,Entertainment,4,6,At school,Low
51,Female,Vietnam,69334,True,True,Urban,Facebook,84,7,25,40,Night,2,8,Entertainment,4,6,At work,Low
49,Male,India,88648,True,False,Rural,TikTok,112,9,1,54,Evening,7,3,Boredom,9,1,At school,High
42,Male,Vietnam,42054,False,True,Rural,Facebook,187,1,15,81,Morning,9,1,Habit,10,0,At work,High
57,Male,Mexico,90028,True,False,Rural,Facebook,224,1,34,7,Evening,7,3,Boredom,9,1,At school,High
62,Male,United States,42207,False,True,Rural,YouTube,48,19,48,17,Evening,7,3,Boredom,9,1,At school,High
18,Male,India,41386,False,True,Rural,Instagram,268,6,20,50,Night,2,8,Entertainment,4,6,At work,Low
33,Female,Philippines,79518,True,True,Rural,Facebook,213,18,37,24,Morning,9,1,Entertainment,10,0,At home,High
56,Male,Brazil,72781,True,True,Rural,Instagram,16,10,27,2,Evening,7,3,Boredom,9,1,Commuting,High
22,Male,Vietnam,72780,True,False,Urban,TikTok,58,11,22,99,Night,2,8,Boredom,4,6,At school,Low
39,Female,India,81440,True,True,Urban,YouTube,35,1,5,92,Evening,7,3,Boredom,9,1,At home,High
46,Other,Mexico,64199,True,False,Urban,TikTok,170,1,34,83,Afternoon,6,4,Habit,8,2,At school,Medium
20,Male,Indonesia,81035,True,True,Rural,TikTok,185,13,39,33,Evening,7,3,Boredom,9,1,At work,High
29,Male,United States,28210,False,False,Urban,YouTube,88,5,3,21,Evening,7,3,Entertainment,9,1,At work,High
43,Male,United States,64363,True,True,Rural,TikTok,11,1,17,74,Evening,7,3,Boredom,9,1,At home,High
33,Male,Mexico,98279,True,False,Rural,YouTube,141,3,24,53,Night,2,8,Entertainment,4,6,At home,Low
54,Other,Mexico,80348,True,True,Rural,Instagram,285,18,24,46,Afternoon,6,4,Entertainment,8,2,Commuting,Medium
39,Other,Vietnam,75284,True,False,Urban,TikTok,126,9,3,45,Evening,7,3,Boredom,9,1,At school,High
46,Male,India,92124,True,True,Rural,YouTube,173,14,45,9,Evening,7,3,Entertainment,9,1,At home,High
31,Female,Japan,88847,True,False,Rural,Facebook,297,17,7,6,Afternoon,6,4,Boredom,8,2,At work,Medium
45,Male,United States,42432,False,True,Rural,TikTok,37,14,25,51,Afternoon,6,4,Habit,8,2,At work,Medium
22,Female,United States,84089,True,False,Rural,Instagram,10,4,3,35,Afternoon,6,4,Procrastination,8,2,At home,Medium
64,Male,Indonesia,75398,True,True,Rural,YouTube,197,5,15,82,Afternoon,6,4,Boredom,8,2,At home,Medium
47,Female,Indonesia,23321,False,False,Rural,TikTok,65,17,29,53,Morning,9,1,Procrastination,10,0,At home,High
63,Male,India,57383,True,True,Rural,TikTok,44,2,29,19,Afternoon,6,4,Entertainment,8,2,At work,Medium
22,Male,Mexico,98682,True,False,Urban,TikTok,121,5,10,69,Night,2,8,Habit,4,6,At work,Low
29,Female,Brazil,99190,True,True,Rural,Instagram,295,4,32,25,Evening,7,3,Habit,9,1,At home,High
33,Female,India,72893,True,True,Rural,YouTube,45,4,23,11,Afternoon,6,4,Entertainment,8,2,Commuting,Medium
43,Male,United States,55820,True,True,Rural,Facebook,226,6,39,74,Evening,7,3,Procrastination,9,1,At school,High
43,Female,Vietnam,86262,True,True,Rural,Facebook,89,13,9,17,Morning,9,1,Boredom,10,0,At work,High
38,Male,Indonesia,23760,False,False,Rural,Facebook,92,5,37,36,Night,2,8,Entertainment,4,6,At school,Low
56,Other,United States,42190,False,True,Urban,YouTube,74,7,40,90,Morning,9,1,Habit,10,0,At home,High
53,Female,India,87411,True,False,Urban,Facebook,137,1,14,95,Night,2,8,Entertainment,4,6,At home,Low
50,Other,Philippines,43377,False,True,Rural,Instagram,31,14,4,96,Night,2,8,Habit,4,6,At work,Low
47,Male,United States,66737,True,False,Rural,YouTube,225,4,20,21,Afternoon,6,4,Habit,8,2,At work,Medium
54,Male,India,89569,True,True,Rural,TikTok,116,17,28,18,Morning,9,1,Boredom,10,0,Commuting,High
40,Male,Brazil,58211,True,False,Rural,Instagram,118,14,14,60,Night,2,8,Entertainment,4,6,At home,Low
27,Female,India,23744,False,True,Rural,TikTok,190,16,44,18,Morning,9,1,Habit,10,0,At school,High
22,Male,Philippines,44995,False,False,Urban,Facebook,173,14,34,1,Afternoon,6,4,Procrastination,8,2,At home,Medium
53,Male,India,36977,False,True,Urban,Instagram,77,16,13,14,Evening,7,3,Entertainment,9,1,At home,High
51,Female,Japan,54542,True,False,Urban,YouTube,189,8,31,8,Evening,7,3,Entertainment,9,1,Commuting,High
48,Other,United States,30651,False,True,Rural,Instagram,190,3,33,66,Night,2,8,Entertainment,4,6,At home,Low
27,Female,India,98931,True,False,Rural,TikTok,178,19,39,51,Morning,9,1,Procrastination,10,0,Commuting,High
36,Male,Germany,36715,False,True,Urban,YouTube,31,1,28,79,Night,2,8,Boredom,4,6,At home,Low
49,Female,Japan,64409,True,False,Rural,Instagram,75,2,25,60,Afternoon,6,4,Habit,8,2,At home,Medium
